flight_id,window_start,actual_fault,predicted_fault,confidence,health_score
oil_issue_004,270,oil_issue,oil_issue,0.9998,96.95
oil_issue_005,0,none,none,0.9984,100.0
oil_issue_005,30,none,none,0.9991,100.0
oil_issue_005,60,none,none,0.9997,100.0
oil_issue_005,90,none,none,0.9982,100.0
oil_issue_005,120,none,none,0.9995,100.0
oil_issue_005,150,none,oil_issue,0.9967,100.0
oil_issue_005,180,none,oil_issue,0.9997,100.0
oil_issue_005,210,none,oil_issue,0.9998,100.0
oil_issue_005,240,none,oil_issue,0.9998,99.57
oil_issue_005,270,none,oil_issue,0.9997,96.48
oil_issue_006,0,none,none,0.9993,100.0
oil_issue_006,30,none,none,0.9981,100.0
oil_issue_006,60,none,none,0.9993,100.0
oil_issue_006,90,none,none,0.9998,100.0
oil_issue_006,120,none,none,0.9974,100.0
oil_issue_006,150,none,none,0.9917,100.0
oil_issue_006,180,none,oil_issue,0.9966,100.0
oil_issue_006,210,none,oil_issue,0.9999,100.0
oil_issue_006,240,none,oil_issue,0.9995,99.81
oil_issue_006,270,none,oil_issue,0.9998,96.98
oil_issue_007,0,none,none,0.9991,100.0
oil_issue_007,30,none,none,0.9984,100.0
oil_issue_007,60,none,none,0.9996,100.0
oil_issue_007,90,none,none,0.999,100.0
oil_issue_007,120,none,none,0.998,100.0
oil_issue_007,150,none,oil_issue,0.9648,100.0
oil_issue_007,180,none,oil_issue,0.9868,100.0
oil_issue_007,210,none,oil_issue,0.9996,100.0
oil_issue_007,240,none,oil_issue,0.9999,99.91
oil_issue_007,270,none,oil_issue,0.9994,97.61
oil_issue_008,0,none,none,0.999,100.0
oil_issue_008,30,none,none,0.9993,100.0
oil_issue_008,60,none,none,0.9952,100.0
oil_issue_008,90,none,none,0.9983,100.0
oil_issue_008,120,none,none,0.9968,100.0
oil_issue_008,150,none,none,0.992,100.0
oil_issue_008,180,none,oil_issue,0.9963,100.0
oil_issue_008,210,none,oil_issue,0.9993,100.0
oil_issue_008,240,none,oil_issue,0.9996,99.49
oil_issue_008,270,none,oil_issue,0.9996,95.67
oil_issue_009,0,oil_issue,none,0.9983,100.0
oil_issue_009,30,oil_issue,none,0.9997,100.0
oil_issue_009,60,oil_issue,none,0.9974,100.0
oil_issue_009,90,oil_issue,none,0.9925,100.0
oil_issue_009,120,oil_issue,oil_issue,0.9992,100.0
oil_issue_009,150,oil_issue,oil_issue,0.9996,100.0
oil_issue_009,180,oil_issue,oil_issue,0.9998,100.0
oil_issue_009,210,oil_issue,oil_issue,0.9999,99.95
oil_issue_009,240,oil_issue,oil_issue,0.9999,98.47
oil_issue_009,270,oil_issue,oil_issue,0.9998,95.39
oil_issue_010,0,oil_issue,none,0.9984,100.0
oil_issue_010,30,oil_issue,none,0.9983,100.0
oil_issue_010,60,oil_issue,none,0.9987,100.0
oil_issue_010,90,oil_issue,none,0.9938,100.0
oil_issue_010,120,oil_issue,oil_issue,0.9795,100.0
oil_issue_010,150,oil_issue,oil_issue,0.9979,100.0
oil_issue_010,180,oil_issue,oil_issue,0.9999,100.0
oil_issue_010,210,oil_issue,oil_issue,0.9998,100.0
oil_issue_010,240,oil_issue,oil_issue,0.9999,99.2
oil_issue_010,270,oil_issue,oil_issue,0.9999,96.5
oil_issue_011,0,none,none,0.9947,100.0
oil_issue_011,30,none,none,0.9985,100.0
oil_issue_011,60,none,none,0.9919,100.0
oil_issue_011,90,none,none,0.999,100.0
oil_issue_011,120,none,none,0.9971,100.0
oil_issue_011,150,none,oil_issue,0.9931,100.0
oil_issue_011,180,none,oil_issue,0.9954,100.0
oil_issue_011,210,none,oil_issue,0.9999,100.0
oil_issue_011,240,none,oil_issue,0.9999,99.79
oil_issue_011,270,none,oil_issue,0.9994,97.39
oil_issue_012,0,oil_issue,none,0.9941,100.0
oil_issue_012,30,oil_issue,none,0.9999,100.0
oil_issue_012,60,oil_issue,none,0.9976,100.0
oil_issue_012,90,oil_issue,none,0.9958,100.0
oil_issue_012,120,oil_issue,oil_issue,0.9957,100.0
oil_issue_012,150,oil_issue,oil_issue,0.9991,100.0
oil_issue_012,180,oil_issue,oil_issue,0.9991,100.0
oil_issue_012,210,oil_issue,oil_issue,0.9998,100.0
oil_issue_012,240,oil_issue,oil_issue,0.9996,99.77
oil_issue_012,270,oil_issue,oil_issue,0.9999,98.22
oil_issue_013,0,oil_issue,none,0.9958,100.0
oil_issue_013,30,oil_issue,none,0.9996,100.0
oil_issue_013,60,oil_issue,none,0.9986,100.0
oil_issue_013,90,oil_issue,none,0.9959,100.0
oil_issue_013,120,oil_issue,oil_issue,0.9748,100.0
oil_issue_013,150,oil_issue,oil_issue,0.9868,100.0
oil_issue_013,180,oil_issue,oil_issue,0.9996,100.0
oil_issue_013,210,oil_issue,oil_issue,0.9998,100.0
oil_issue_013,240,oil_issue,oil_issue,0.9998,99.74
oil_issue_013,270,oil_issue,oil_issue,0.9994,97.93
oil_issue_014,0,none,none,0.9959,100.0
oil_issue_014,30,none,none,0.9909,100.0
oil_issue_014,60,none,none,0.997,100.0
oil_issue_014,90,none,none,0.9998,100.0
oil_issue_014,120,none,none,0.9909,100.0
oil_issue_014,150,none,none,0.9989,100.0
oil_issue_014,180,none,oil_issue,0.9616,100.0
oil_issue_014,210,none,oil_issue,0.9999,100.0
oil_issue_014,240,none,oil_issue,0.9998,99.8
oil_issue_014,270,none,oil_issue,0.9997,96.75
oil_issue_015,0,oil_issue,none,0.9989,100.0
oil_issue_015,30,oil_issue,none,0.9958,100.0
oil_issue_015,60,oil_issue,none,0.9997,100.0
oil_issue_015,90,oil_issue,none,0.9964,100.0
oil_issue_015,120,oil_issue,none,0.9903,100.0
oil_issue_015,150,oil_issue,oil_issue,0.999,100.0
oil_issue_015,180,oil_issue,oil_issue,0.9999,100.0
oil_issue_015,210,oil_issue,oil_issue,0.9985,100.0
oil_issue_015,240,oil_issue,oil_issue,0.9999,99.59
oil_issue_015,270,oil_issue,oil_issue,0.9999,97.29
oil_issue_016,0,none,none,0.9965,100.0
oil_issue_016,30,none,none,0.9965,100.0
oil_issue_016,60,none,none,0.9988,100.0
oil_issue_016,90,none,none,0.9981,100.0
oil_issue_016,120,none,none,0.9994,100.0
oil_issue_016,150,none,none,0.9822,100.0
oil_issue_016,180,none,oil_issue,0.9364,100.0
oil_issue_016,210,none,oil_issue,0.999,100.0
oil_issue_016,240,none,oil_issue,0.9998,99.99
oil_issue_016,270,none,oil_issue,0.9999,98.04
oil_issue_017,0,none,none,0.998,100.0
oil_issue_017,30,none,none,0.9995,100.0
oil_issue_017,60,none,none,0.9984,100.0
oil_issue_017,90,none,none,0.9979,100.0
oil_issue_017,120,none,none,0.9924,100.0
oil_issue_017,150,none,none,0.9931,100.0
oil_issue_017,180,none,oil_issue,0.9901,100.0
oil_issue_017,210,none,oil_issue,0.9998,100.0
oil_issue_017,240,none,oil_issue,0.9998,99.81
oil_issue_017,270,none,oil_issue,0.9996,96.78
overheat_000,0,overheat,none,0.999,100.0
overheat_000,30,overheat,none,0.9994,100.0
overheat_000,60,overheat,none,0.999,100.0
overheat_000,90,overheat,none,0.9989,100.0
overheat_000,120,overheat,none,0.9676,100.0
overheat_000,150,overheat,overheat,0.9384,100.0
overheat_000,180,overheat,overheat,0.9876,100.0
overheat_000,210,overheat,overheat,0.9994,100.0
overheat_000,240,overheat,overheat,0.9977,99.69
overheat_000,270,overheat,overheat,0.9969,97.77
overheat_001,0,overheat,none,0.9981,100.0
overheat_001,30,overheat,none,0.9982,100.0
overheat_001,60,overheat,none,0.999,100.0
overheat_001,90,overheat,none,0.9992,100.0
overheat_001,120,overheat,overheat,0.872,100.0
overheat_001,150,overheat,overheat,0.9419,100.0
overheat_001,180,overheat,overheat,0.9902,100.0
overheat_001,210,overheat,overheat,0.9947,99.95
overheat_001,240,overheat,overheat,0.9985,99.26
overheat_001,270,overheat,overheat,0.9952,97.22
overheat_002,0,none,none,0.9996,100.0
overheat_002,30,none,none,0.9987,100.0
overheat_002,60,none,none,0.9972,100.0
overheat_002,90,none,none,0.9985,100.0
overheat_002,120,none,none,0.9981,100.0
overheat_002,150,none,none,0.9966,100.0
overheat_002,180,none,overheat,0.986,100.0
overheat_002,210,none,overheat,0.9989,100.0
overheat_002,240,none,overheat,0.9994,99.8
overheat_002,270,none,overheat,0.9936,97.07
overheat_003,0,overheat,none,0.9977,100.0
overheat_003,30,overheat,none,0.9952,100.0
overheat_003,60,overheat,none,0.9978,100.0
overheat_003,90,overheat,none,0.9997,100.0
overheat_003,120,overheat,overheat,0.9689,100.0
overheat_003,150,overheat,overheat,0.9458,100.0
overheat_003,180,overheat,overheat,0.9957,100.0
overheat_003,210,overheat,overheat,0.9991,99.98
overheat_003,240,overheat,overheat,0.999,99.06
overheat_003,270,overheat,overheat,0.9988,96.61
overheat_004,0,overheat,none,0.9926,100.0
overheat_004,30,overheat,none,0.9981,100.0
overheat_004,60,overheat,none,0.9983,100.0
overheat_004,90,overheat,none,0.9983,100.0
overheat_004,120,overheat,none,0.997,100.0
overheat_004,150,overheat,overheat,0.9587,100.0
overheat_004,180,overheat,overheat,0.9905,100.0
overheat_004,210,overheat,overheat,0.998,100.0
overheat_004,240,overheat,overheat,0.9982,99.15
overheat_004,270,overheat,overheat,0.9931,96.32
overheat_005,0,none,none,0.9984,100.0
overheat_005,30,none,none,0.9991,100.0
overheat_005,60,none,none,0.9997,100.0
overheat_005,90,none,none,0.9982,100.0
overheat_005,120,none,none,0.9995,100.0
overheat_005,150,none,overheat,0.9442,100.0
overheat_005,180,none,overheat,0.986,100.0
overheat_005,210,none,overheat,0.9987,100.0
overheat_005,240,none,overheat,0.9989,99.38
overheat_005,270,none,overheat,0.9973,96.93
overheat_006,0,none,none,0.9993,100.0
overheat_006,30,none,none,0.9981,100.0
overheat_006,60,none,none,0.9993,100.0
overheat_006,90,none,none,0.9998,100.0
overheat_006,120,none,none,0.9974,100.0
overheat_006,150,none,none,0.9843,100.0
overheat_006,180,none,overheat,0.9712,100.0
overheat_006,210,none,overheat,0.9962,100.0
overheat_006,240,none,overheat,0.9988,99.95
overheat_006,270,none,overheat,0.9992,98.29
overheat_007,0,none,none,0.9991,100.0
overheat_007,30,none,none,0.9984,100.0
overheat_007,60,none,none,0.9996,100.0
overheat_007,90,none,none,0.999,100.0
overheat_007,120,none,none,0.998,100.0
overheat_007,150,none,overheat,0.8881,100.0
overheat_007,180,none,overheat,0.9827,100.0
overheat_007,210,none,overheat,0.9989,100.0
overheat_007,240,none,overheat,0.9989,99.73
overheat_007,270,none,overheat,0.9945,97.68
overheat_008,0,none,none,0.999,100.0
overheat_008,30,none,none,0.9993,100.0
overheat_008,60,none,none,0.9952,100.0
overheat_008,90,none,none,0.9983,100.0
overheat_008,120,none,none,0.9968,100.0
overheat_008,150,none,none,0.9948,100.0
overheat_008,180,none,overheat,0.939,100.0
overheat_008,210,none,overheat,0.9846,100.0
overheat_008,240,none,overheat,0.9989,99.79
overheat_008,270,none,overheat,0.9978,97.31
overheat_009,0,overheat,none,0.9983,100.0
overheat_009,30,overheat,none,0.9997,100.0
overheat_009,60,overheat,none,0.9974,100.0
overheat_009,90,overheat,none,0.9934,100.0
overheat_009,120,overheat,overheat,0.9548,100.0
overheat_009,150,overheat,overheat,0.9939,100.0
overheat_009,180,overheat,overheat,0.9864,100.0
overheat_009,210,overheat,overheat,0.9995,99.75
overheat_009,240,overheat,overheat,0.9991,98.22
overheat_009,270,overheat,overheat,0.9977,95.71
overheat_010,0,overheat,none,0.9984,100.0
overheat_010,30,overheat,none,0.9983,100.0
overheat_010,60,overheat,none,0.9987,100.0
overheat_010,90,overheat,none,0.9917,100.0
overheat_010,120,overheat,overheat,0.962,100.0
overheat_010,150,overheat,overheat,0.9823,100.0
overheat_010,180,overheat,overheat,0.9977,100.0
overheat_010,210,overheat,overheat,0.9993,99.99
overheat_010,240,overheat,overheat,0.9987,99.23
overheat_010,270,overheat,overheat,0.9982,97.15
overheat_011,0,none,none,0.9947,100.0
overheat_011,30,none,none,0.9985,100.0
overheat_011,60,none,none,0.9919,100.0
overheat_011,90,none,none,0.999,100.0
overheat_011,120,none,none,0.9971,100.0
overheat_011,150,none,overheat,0.8529,100.0
overheat_011,180,none,overheat,0.9545,100.0
overheat_011,210,none,overheat,0.9954,100.0
overheat_011,240,none,overheat,0.9996,99.66
overheat_011,270,none,overheat,0.9988,97.6
overheat_012,0,overheat,none,0.9941,100.0
overheat_012,30,overheat,none,0.9999,100.0
overheat_012,60,overheat,none,0.9976,100.0
overheat_012,90,overheat,none,0.9844,100.0
overheat_012,120,overheat,overheat,0.7457,100.0
overheat_012,150,overheat,overheat,0.989,100.0
overheat_012,180,overheat,overheat,0.9816,100.0
overheat_012,210,overheat,overheat,0.9887,99.97
overheat_012,240,overheat,overheat,0.9984,99.31
overheat_012,270,overheat,overheat,0.999,97.74
overheat_013,0,overheat,none,0.9958,100.0
overheat_013,30,overheat,none,0.9996,100.0
overheat_013,60,overheat,none,0.9986,100.0
overheat_013,90,overheat,none,0.9983,100.0
overheat_013,120,overheat,overheat,0.9671,100.0
overheat_013,150,overheat,overheat,0.9752,100.0
overheat_013,180,overheat,overheat,0.9955,100.0
overheat_013,210,overheat,overheat,0.9965,99.98
overheat_013,240,overheat,overheat,0.9983,99.36
overheat_013,270,overheat,overheat,0.9937,97.55
overheat_014,0,none,none,0.9959,100.0
overheat_014,30,none,none,0.9909,100.0
overheat_014,60,none,none,0.997,100.0
overheat_014,90,none,none,0.9998,100.0
overheat_014,120,none,none,0.9909,100.0
overheat_014,150,none,none,0.9839,100.0
overheat_014,180,none,overheat,0.9437,100.0
overheat_014,210,none,overheat,0.9993,100.0
overheat_014,240,none,overheat,0.9993,99.88
overheat_014,270,none,overheat,0.9991,97.97
overheat_015,0,overheat,none,0.9989,100.0
overheat_015,30,overheat,none,0.9958,100.0
overheat_015,60,overheat,none,0.9997,100.0
overheat_015,90,overheat,none,0.9964,100.0
overheat_015,120,overheat,none,0.9727,100.0
overheat_015,150,overheat,overheat,0.9425,100.0
overheat_015,180,overheat,overheat,0.9909,100.0
overheat_015,210,overheat,overheat,0.9964,99.96
overheat_015,240,overheat,overheat,0.9985,98.85
overheat_015,270,overheat,overheat,0.9981,96.63
overheat_016,0,none,none,0.9965,100.0
overheat_016,30,none,none,0.9965,100.0
overheat_016,60,none,none,0.9988,100.0
overheat_016,90,none,none,0.9981,100.0
overheat_016,120,none,none,0.9994,100.0
overheat_016,150,none,none,0.999,100.0
overheat_016,180,none,overheat,0.9138,100.0
overheat_016,210,none,overheat,0.9983,100.0
overheat_016,240,none,overheat,0.9996,99.96
overheat_016,270,none,overheat,0.9965,98.33
overheat_017,0,none,none,0.998,100.0
overheat_017,30,none,none,0.9995,100.0
overheat_017,60,none,none,0.9984,100.0
overheat_017,90,none,none,0.9979,100.0
overheat_017,120,none,none,0.9924,100.0
overheat_017,150,none,none,0.9951,100.0
overheat_017,180,none,overheat,0.9409,100.0
overheat_017,210,none,overheat,0.9978,100.0
overheat_017,240,none,overheat,0.9978,99.38
overheat_017,270,none,overheat,0.9582,96.33
sensor_drift_000,0,sensor_drift,none,0.999,100.0
sensor_drift_000,30,sensor_drift,none,0.9994,100.0
sensor_drift_000,60,sensor_drift,none,0.999,100.0
sensor_drift_000,90,sensor_drift,none,0.9989,100.0
sensor_drift_000,120,sensor_drift,none,0.9882,100.0
sensor_drift_000,150,sensor_drift,sensor_drift,0.9948,100.0
sensor_drift_000,180,sensor_drift,sensor_drift,0.9955,100.0
sensor_drift_000,210,sensor_drift,sensor_drift,0.9911,100.0
sensor_drift_000,240,sensor_drift,sensor_drift,0.9963,100.0
sensor_drift_000,270,sensor_drift,sensor_drift,0.9748,100.0
sensor_drift_001,0,sensor_drift,none,0.9981,100.0
sensor_drift_001,30,sensor_drift,none,0.9982,100.0
sensor_drift_001,60,sensor_drift,none,0.999,100.0
sensor_drift_001,90,sensor_drift,none,0.9992,100.0
sensor_drift_001,120,sensor_drift,sensor_drift,0.9952,99.03
sensor_drift_001,150,sensor_drift,sensor_drift,0.9941,98.59
sensor_drift_001,180,sensor_drift,sensor_drift,0.9934,98.54
sensor_drift_001,210,sensor_drift,sensor_drift,0.9919,98.6
sensor_drift_001,240,sensor_drift,sensor_drift,0.9911,98.66
sensor_drift_001,270,sensor_drift,sensor_drift,0.9936,98.63
sensor_drift_002,0,none,none,0.9996,100.0
sensor_drift_002,30,none,none,0.9987,100.0
sensor_drift_002,60,none,none,0.9972,100.0
sensor_drift_002,90,none,none,0.9985,100.0
sensor_drift_002,120,none,none,0.9981,100.0
sensor_drift_002,150,none,none,0.8764,100.0
sensor_drift_002,180,none,sensor_drift,0.991,100.0
sensor_drift_002,210,none,sensor_drift,0.9955,100.0
sensor_drift_002,240,none,sensor_drift,0.9984,100.0
sensor_drift_002,270,none,sensor_drift,0.9994,100.0
sensor_drift_003,0,sensor_drift,none,0.9977,100.0
sensor_drift_003,30,sensor_drift,none,0.9952,100.0
sensor_drift_003,60,sensor_drift,none,0.9978,100.0
sensor_drift_003,90,sensor_drift,none,0.9996,100.0
sensor_drift_003,120,sensor_drift,sensor_drift,0.9997,100.0
sensor_drift_003,150,sensor_drift,sensor_drift,0.9993,100.0
sensor_drift_003,180,sensor_drift,sensor_drift,0.9979,100.0
sensor_drift_003,210,sensor_drift,sensor_drift,0.9991,100.0
sensor_drift_003,240,sensor_drift,sensor_drift,0.9989,100.0
sensor_drift_003,270,sensor_drift,sensor_drift,0.9993,100.0
sensor_drift_004,0,sensor_drift,none,0.9926,100.0
sensor_drift_004,30,sensor_drift,none,0.9981,100.0
sensor_drift_004,60,sensor_drift,none,0.9983,100.0
sensor_drift_004,90,sensor_drift,none,0.9983,100.0
sensor_drift_004,120,sensor_drift,none,0.9976,100.0
sensor_drift_004,150,sensor_drift,sensor_drift,0.9962,100.0
sensor_drift_004,180,sensor_drift,sensor_drift,0.9993,100.0
sensor_drift_004,210,sensor_drift,sensor_drift,0.9995,99.88
sensor_drift_004,240,sensor_drift,sensor_drift,0.9996,99.03
sensor_drift_004,270,sensor_drift,sensor_drift,0.9993,98.1
sensor_drift_005,0,none,none,0.9984,100.0
sensor_drift_005,30,none,none,0.9991,100.0
sensor_drift_005,60,none,none,0.9997,100.0
sensor_drift_005,90,none,none,0.9982,100.0
sensor_drift_005,120,none,none,0.9995,100.0
sensor_drift_005,150,none,sensor_drift,0.9926,100.0
sensor_drift_005,180,none,sensor_drift,0.9996,100.0
sensor_drift_005,210,none,sensor_drift,0.9994,99.99
sensor_drift_005,240,none,sensor_drift,0.9997,99.42
sensor_drift_005,270,none,sensor_drift,0.9987,98.57
sensor_drift_006,0,none,none,0.9993,100.0
sensor_drift_006,30,none,none,0.9981,100.0
sensor_drift_006,60,none,none,0.9993,100.0
sensor_drift_006,90,none,none,0.9998,100.0
sensor_drift_006,120,none,none,0.9974,100.0
sensor_drift_006,150,none,none,0.9936,100.0
sensor_drift_006,180,none,sensor_drift,0.9784,100.0
sensor_drift_006,210,none,sensor_drift,0.9845,100.0
sensor_drift_006,240,none,sensor_drift,0.9828,100.0
sensor_drift_006,270,none,sensor_drift,0.9862,100.0
sensor_drift_007,0,none,none,0.9991,100.0
sensor_drift_007,30,none,none,0.9984,100.0
sensor_drift_007,60,none,none,0.9996,100.0
sensor_drift_007,90,none,none,0.999,100.0
sensor_drift_007,120,none,none,0.998,100.0
sensor_drift_007,150,none,sensor_drift,0.9964,99.51
sensor_drift_007,180,none,sensor_drift,0.9979,99.43
sensor_drift_007,210,none,sensor_drift,0.9958,99.42
sensor_drift_007,240,none,sensor_drift,0.9964,99.35
sensor_drift_007,270,none,sensor_drift,0.9952,99.35
sensor_drift_008,0,none,none,0.999,100.0
sensor_drift_008,30,none,none,0.9993,100.0
sensor_drift_008,60,none,none,0.9952,100.0
sensor_drift_008,90,none,none,0.9983,100.0
sensor_drift_008,120,none,none,0.9968,100.0
sensor_drift_008,150,none,none,0.993,100.0
sensor_drift_008,180,none,sensor_drift,0.9988,100.0
sensor_drift_008,210,none,sensor_drift,0.9945,100.0
sensor_drift_008,240,none,sensor_drift,0.9968,100.0
sensor_drift_008,270,none,sensor_drift,0.9976,100.0
sensor_drift_009,0,sensor_drift,none,0.9983,100.0
sensor_drift_009,30,sensor_drift,none,0.9997,100.0
sensor_drift_009,60,sensor_drift,none,0.9974,100.0
sensor_drift_009,90,sensor_drift,none,0.9671,100.0
sensor_drift_009,120,sensor_drift,sensor_drift,0.9793,100.0
sensor_drift_009,150,sensor_drift,sensor_drift,0.9881,100.0
sensor_drift_009,180,sensor_drift,sensor_drift,0.9784,100.0
sensor_drift_009,210,sensor_drift,sensor_drift,0.9972,100.0
sensor_drift_009,240,sensor_drift,sensor_drift,0.9981,100.0
sensor_drift_009,270,sensor_drift,sensor_drift,0.9837,100.0
sensor_drift_010,0,sensor_drift,none,0.9984,100.0
sensor_drift_010,30,sensor_drift,none,0.9983,100.0
sensor_drift_010,60,sensor_drift,none,0.9987,100.0
sensor_drift_010,90,sensor_drift,none,0.9976,100.0
sensor_drift_010,120,sensor_drift,sensor_drift,0.999,100.0
sensor_drift_010,150,sensor_drift,sensor_drift,0.9979,100.0
sensor_drift_010,180,sensor_drift,sensor_drift,0.9972,100.0
sensor_drift_010,210,sensor_drift,sensor_drift,0.998,100.0
sensor_drift_010,240,sensor_drift,sensor_drift,0.9993,100.0
sensor_drift_010,270,sensor_drift,sensor_drift,0.9978,100.0
sensor_drift_011,0,none,none,0.9947,100.0
sensor_drift_011,30,none,none,0.9985,100.0
sensor_drift_011,60,none,none,0.9919,100.0
sensor_drift_011,90,none,none,0.999,100.0
sensor_drift_011,120,none,none,0.9971,100.0
sensor_drift_011,150,none,sensor_drift,0.989,100.0
sensor_drift_011,180,none,sensor_drift,0.9992,100.0
sensor_drift_011,210,none,sensor_drift,0.9989,100.0
sensor_drift_011,240,none,sensor_drift,0.9997,99.73
sensor_drift_011,270,none,sensor_drift,0.9989,98.9
sensor_drift_012,0,sensor_drift,none,0.9941,100.0
sensor_drift_012,30,sensor_drift,none,0.9999,100.0
sensor_drift_012,60,sensor_drift,none,0.9976,100.0
sensor_drift_012,90,sensor_drift,none,0.9959,100.0
sensor_drift_012,120,sensor_drift,sensor_drift,0.9957,100.0
sensor_drift_012,150,sensor_drift,sensor_drift,0.9943,100.0
sensor_drift_012,180,sensor_drift,sensor_drift,0.9982,100.0
sensor_drift_012,210,sensor_drift,sensor_drift,0.9982,99.99
sensor_drift_012,240,sensor_drift,sensor_drift,0.9964,99.74
sensor_drift_012,270,sensor_drift,sensor_drift,0.9996,99.37
sensor_drift_013,0,sensor_drift,none,0.9958,100.0
sensor_drift_013,30,sensor_drift,none,0.9996,100.0
sensor_drift_013,60,sensor_drift,none,0.9986,100.0
sensor_drift_013,90,sensor_drift,none,0.998,100.0
sensor_drift_013,120,sensor_drift,sensor_drift,0.9712,100.0
sensor_drift_013,150,sensor_drift,sensor_drift,0.9945,100.0
sensor_drift_013,180,sensor_drift,sensor_drift,0.9966,100.0
sensor_drift_013,210,sensor_drift,sensor_drift,0.9977,100.0
sensor_drift_013,240,sensor_drift,sensor_drift,0.998,99.93
sensor_drift_013,270,sensor_drift,sensor_drift,0.9872,99.58
sensor_drift_014,0,none,none,0.9959,100.0
sensor_drift_014,30,none,none,0.9909,100.0
sensor_drift_014,60,none,none,0.997,100.0
sensor_drift_014,90,none,none,0.9998,100.0
sensor_drift_014,120,none,none,0.9909,100.0
sensor_drift_014,150,none,none,0.9978,100.0
sensor_drift_014,180,none,sensor_drift,0.9989,100.0
sensor_drift_014,210,none,sensor_drift,0.9935,100.0
sensor_drift_014,240,none,sensor_drift,0.9961,100.0
sensor_drift_014,270,none,sensor_drift,0.9851,100.0
sensor_drift_015,0,sensor_drift,none,0.9989,100.0
sensor_drift_015,30,sensor_drift,none,0.9958,100.0
sensor_drift_015,60,sensor_drift,none,0.9997,100.0
sensor_drift_015,90,sensor_drift,none,0.9964,100.0
sensor_drift_015,120,sensor_drift,none,0.9488,100.0
sensor_drift_015,150,sensor_drift,sensor_drift,0.9995,100.0
sensor_drift_015,180,sensor_drift,sensor_drift,0.9994,100.0
sensor_drift_015,210,sensor_drift,sensor_drift,0.9976,99.8
sensor_drift_015,240,sensor_drift,sensor_drift,0.9995,99.06
sensor_drift_015,270,sensor_drift,sensor_drift,0.9989,98.39
sensor_drift_016,0,none,none,0.9965,100.0
sensor_drift_016,30,none,none,0.9965,100.0
sensor_drift_016,60,none,none,0.9988,100.0
sensor_drift_016,90,none,none,0.9981,100.0
sensor_drift_016,120,none,none,0.9994,100.0
sensor_drift_016,150,none,none,0.9987,100.0
sensor_drift_016,180,none,sensor_drift,0.9962,100.0
sensor_drift_016,210,none,sensor_drift,0.9984,100.0
sensor_drift_016,240,none,sensor_drift,0.9988,100.0
sensor_drift_016,270,none,sensor_drift,0.9989,99.74
sensor_drift_017,0,none,none,0.998,100.0
sensor_drift_017,30,none,none,0.9995,100.0
sensor_drift_017,60,none,none,0.9984,100.0
sensor_drift_017,90,none,none,0.9979,100.0
sensor_drift_017,120,none,none,0.9924,100.0
sensor_drift_017,150,none,none,0.9873,100.0
sensor_drift_017,180,none,sensor_drift,0.9974,100.0
sensor_drift_017,210,none,sensor_drift,0.9921,100.0
sensor_drift_017,240,none,sensor_drift,0.995,100.0
sensor_drift_017,270,none,sensor_drift,0.9889,100.0
vibration_fault_000,0,vibration_fault,none,0.999,100.0
vibration_fault_000,30,vibration_fault,none,0.9994,100.0
vibration_fault_000,60,vibration_fault,none,0.999,100.0
vibration_fault_000,90,vibration_fault,none,0.9989,100.0
vibration_fault_000,120,vibration_fault,none,0.999,100.0
vibration_fault_000,150,vibration_fault,vibration_fault,0.9917,100.0
vibration_fault_000,180,vibration_fault,vibration_fault,0.9967,100.0
vibration_fault_000,210,vibration_fault,vibration_fault,0.9974,99.83
vibration_fault_000,240,vibration_fault,vibration_fault,0.9954,98.22
vibration_fault_000,270,vibration_fault,vibration_fault,0.9735,93.71
vibration_fault_001,0,vibration_fault,none,0.9981,100.0
vibration_fault_001,30,vibration_fault,none,0.9982,100.0
vibration_fault_001,60,vibration_fault,none,0.999,100.0
vibration_fault_001,90,vibration_fault,none,0.9992,100.0
vibration_fault_001,120,vibration_fault,vibration_fault,0.9738,100.0
vibration_fault_001,150,vibration_fault,vibration_fault,0.9602,100.0
vibration_fault_001,180,vibration_fault,vibration_fault,0.9952,100.0
vibration_fault_001,210,vibration_fault,vibration_fault,0.9989,99.85
vibration_fault_001,240,vibration_fault,vibration_fault,0.998,99.36
vibration_fault_001,270,vibration_fault,vibration_fault,0.9941,97.27
vibration_fault_002,0,none,none,0.9996,100.0
vibration_fault_002,30,none,none,0.9987,100.0
vibration_fault_002,60,none,none,0.9972,100.0
vibration_fault_002,90,none,none,0.9985,100.0
vibration_fault_002,120,none,none,0.9981,100.0
vibration_fault_002,150,none,none,0.9926,100.0
vibration_fault_002,180,none,vibration_fault,0.973,100.0
vibration_fault_002,210,none,vibration_fault,0.9909,100.0
vibration_fault_002,240,none,vibration_fault,0.9983,99.03
vibration_fault_002,270,none,vibration_fault,0.9994,92.81
vibration_fault_003,0,vibration_fault,none,0.9977,100.0
vibration_fault_003,30,vibration_fault,none,0.9952,100.0
vibration_fault_003,60,vibration_fault,none,0.9978,100.0
vibration_fault_003,90,vibration_fault,none,0.9996,100.0
vibration_fault_003,120,vibration_fault,vibration_fault,0.9954,100.0
vibration_fault_003,150,vibration_fault,vibration_fault,0.9903,100.0
vibration_fault_003,180,vibration_fault,vibration_fault,0.9977,100.0
vibration_fault_003,210,vibration_fault,vibration_fault,0.998,99.61
vibration_fault_003,240,vibration_fault,vibration_fault,0.9992,97.0
